A!NET_NAME!REFDES!PIN_NUMBER!FUNC_LOGICAL_PATH!COMP_DEVICE_TYPE!FUNC_SCH_SIZE!FUNC_HAS_FIXED_SIZE!FUNC_DES!PIN_CDS_PINID!PIN_TERMINATION!PIN_TERM_IDENT!PIN_NET_SHORT!PIN_XNET_PINS!
J!E:/Projects/PCB/FSCV Board/PCB Editor/FSCV_V5.brd!Fri Sep  8 12:33:09 2023!0.0000!0.0000!800.0000!431.8000!0.0001!millimeters!FSCV BOARD!53.937008 mil!4!UP TO DATE!
S!GND!C4!1!@\fscv board\.schematic1(sch_1):ins3911@analog.\c.normal\(chips)!C_CAP0805_1N!!!F93!!!!!!
S!RST!C4!2!@\fscv board\.schematic1(sch_1):ins3911@analog.\c.normal\(chips)!C_CAP0805_1N!!!F93!!!!!!
S!XOUT!X1!1!@\fscv board\.schematic1(sch_1):ins4818@parts.\crystal.normal\(chips)!CRYSTAL_XTAL_KA-A3_EPS_CRYSTAL!!!F0!!!!!!
S!XIN!X1!2!@\fscv board\.schematic1(sch_1):ins4818@parts.\crystal.normal\(chips)!CRYSTAL_XTAL_KA-A3_EPS_CRYSTAL!!!F0!!!!!!
S!IREF_REXT_12!IREF_REXT_12!TP!@\fscv board\.schematic1(sch_1):ins143376@parts.\tp.normal\(chips)!TP_TE_4-103327-3_5000!!!F90!!!!!!
S!IREF_REXT_56!IREF_REXT_56!TP!@\fscv board\.schematic1(sch_1):ins398587@parts.\tp.normal\(chips)!TP_TE_4-103327-3_5000!!!F89!!!!!!
S!IREF_REXT_D!IREF_REXT_D!TP!@\fscv board\.schematic1(sch_1):ins398613@parts.\tp.normal\(chips)!TP_TE_4-103327-3_5000!!!F88!!!!!!
S!T_VRPS_12_INT!T_VRPS_12_INT!TP!@\fscv board\.schematic1(sch_1):ins149142@parts.\tp.normal\(chips)!TP_TE_4-103327-3_5000!!!F87!!!!!!
S!T_VRPS_56_INT!T_VRPS_56_INT!TP!@\fscv board\.schematic1(sch_1):ins149167@parts.\tp.normal\(chips)!TP_TE_4-103327-3_5000!!!F86!!!!!!
S!T_VRPS_D_INT!T_VRPS_D_INT!TP!@\fscv board\.schematic1(sch_1):ins149191@parts.\tp.normal\(chips)!TP_TE_4-103327-3_5000!!!F85!!!!!!
S!3.3V!U48!15!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!GND!U48!14!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL3!U48!28!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL2_0!U48!27!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL2_1!U48!26!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL1_2!U48!25!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!TCK!U48!24!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!TMS!U48!23!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!TDI!U48!22!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!TDO!U48!21!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!HP_BYPASS_EN_2_SEL!U48!42!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL16_0!U48!41!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL13!U48!40!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL14!U48!39!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!IREF_EN_12_SEL!U48!38!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!IREF_TEST_12_SEL!U48!37!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!CH_EN_D_SEL!U48!36!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!IREF_TEST_D_SEL!U48!35!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL4_1!U48!56!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL4_0!U48!55!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL9_1!U48!54!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL9_0!U48!53!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL8_1!U48!52!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL8_0!U48!51!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL12!U48!50!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!CH_EN_2_SEL!U48!49!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!SEL11!U48!18!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!XIN!U48!13!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
S!XOUT!U48!12!@\fscv board\.schematic1(sch_1):ins376713@parts.\msp430fr4132ig56.normal\(sch_1)!MSP430FR4132IG56_DGG56_TEX_MSP430FR4132IG56!!!F8!!!!!!
